N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M0P1,class
0,0,0,1,1,1,0,2,1,0,2,1,0,0,0,0,2,0,0,0,0.6743683649
1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0.0218774467
1,1,1,0,1,1,0,0,1,0,2,1,1,0,1,1,1,0,0,1,0.3331422789
1,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,-0.2870694874
0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,2,1,1,0,0.2106078446
1,1,0,0,1,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0.3092575152
0,2,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,2,0,-0.0477352404
2,0,2,0,2,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0.4939957142
0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.7737677025
0,1,1,1,0,2,0,1,0,0,1,1,0,0,1,1,2,0,0,0,0.9948037195
1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0.7388373704
0,2,1,1,1,1,0,2,0,0,0,0,0,2,0,1,2,1,1,0,-0.3182940214
1,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,1,1,1,0,0.0245227226
0,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.3779951372
0,1,0,2,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,-0.5486111615
0,1,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,-0.0671112618
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.06595199
0,2,1,1,1,1,0,2,0,1,0,0,2,1,1,0,1,0,1,1,1.2229259111
0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0.3834426782
1,2,1,0,1,2,0,1,0,1,0,0,1,0,0,0,1,1,1,0,-0.0686592219
1,1,1,0,1,2,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0.6141582234
0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1409298321
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.9772939562
0,1,2,0,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,1,0.1003787024
0,0,1,0,1,0,0,1,0,1,2,0,1,1,1,1,0,0,0,1,0.1881415731
1,2,1,0,2,1,0,1,1,2,0,0,1,1,0,0,2,0,1,0,-0.3733908205
0,2,1,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,-0.6575650456
1,1,0,1,0,2,0,1,0,0,2,0,0,0,0,1,1,1,1,0,0.5541555404
0,0,2,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,2,0,0.5823035603
0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,2,1,0,0,0.8862524678
0,1,1,1,1,2,0,2,0,1,1,1,1,1,1,1,1,1,0,0,-0.0662016233
1,1,0,0,1,1,0,0,1,1,2,1,2,1,0,0,2,2,0,0,-0.3654208915
0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0.8825167597
0,1,1,2,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,-0.2554920739
0,1,0,0,1,2,0,2,0,1,1,0,0,0,2,0,1,1,0,0,0.7878299807
1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1.0120383134
0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,-0.6763125699
0,2,1,1,0,2,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1.1407106188
1,1,0,0,2,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0.3921435405
1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.4031335841
0,2,1,1,0,1,0,1,0,0,1,1,1,0,0,0,2,1,0,2,-0.1866544553
1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,-0.3986754146
0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,2,0,1,0,0.4848154741
0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.6956915655
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.6872232328
0,1,0,1,0,2,0,1,0,1,0,0,0,0,1,1,1,1,1,0,-0.0970403042
0,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,-0.4237078861
0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,-0.0118408355
0,1,0,1,2,1,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0.649782337
0,0,0,2,0,0,0,1,0,1,1,0,1,1,0,1,2,0,1,1,2.0973597282
1,1,0,0,0,2,0,0,1,0,0,1,2,1,1,0,2,1,0,0,0.4447108304
0,1,2,1,0,2,1,1,0,1,2,0,1,0,1,1,0,0,0,0,0.6307320349
0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0.2422510491
0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1.3277157748
2,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0.9156256818
1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,-0.1931390268
0,1,1,2,0,0,0,2,1,0,1,0,0,1,0,0,1,1,2,0,0.7498850983
0,1,1,0,0,2,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0.7283546842
0,0,2,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0.3004143447
0,1,0,1,1,1,0,0,0,1,2,0,1,2,0,0,1,0,0,0,-0.073005732
0,1,1,0,0,0,0,1,0,1,0,1,0,2,0,1,2,0,1,0,0.0777060414
0,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0.2870168213
0,1,2,2,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0.6228496857
0,2,1,0,2,2,0,0,0,2,1,0,0,0,1,1,1,0,1,0,-0.0600382804
1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0.1403171364
0,0,1,1,0,2,0,2,0,1,0,1,0,0,0,1,1,1,0,1,-0.0424654424
0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.1405135058
0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,1,0.7395767023
0,1,1,0,0,2,0,0,0,1,0,0,1,2,1,1,2,0,0,1,0.1375313675
1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1380512118
0,2,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,-0.0396840084
1,0,0,1,1,2,0,1,0,0,0,0,0,2,1,1,2,0,0,1,1.2213535391
0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0.1780751472
0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,-0.1249034101
0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0.2886597749
1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,-0.0266413466
0,0,1,2,0,0,0,1,1,1,1,0,1,2,0,0,2,0,0,0,0.4308294097
1,1,1,1,1,2,0,0,0,1,1,0,1,2,0,0,0,0,0,0,-0.2063043552
1,0,1,1,1,1,0,0,1,2,2,0,1,2,0,0,1,0,0,0,0.5350603856
0,1,1,1,0,2,0,1,0,0,0,1,1,1,0,1,0,2,0,0,0.6165864207
1,2,2,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,2,0,0.4780530327
0,1,0,0,1,0,0,2,0,1,1,0,1,1,0,0,2,0,0,0,1.035006862
1,1,1,0,2,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0.0036053518
0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0.3534433639
0,2,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0.1706781115
0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,-0.2628819357
1,2,1,0,0,2,0,1,0,1,0,2,0,1,1,0,2,0,0,2,0.0861898017
0,2,0,1,0,2,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0.2329757183
1,1,2,0,0,1,0,1,0,0,2,1,0,0,0,0,2,1,0,0,0.0037898839
0,1,1,1,0,2,0,1,0,1,0,0,0,1,0,0,2,0,1,1,0.9960270959
0,1,0,0,2,1,0,1,0,1,0,1,2,1,0,1,1,0,0,0,0.3217732349
1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0.7739628291
0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,2,2,0,0,-0.1966045926
1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.5378250721
0,2,1,2,0,2,0,1,0,2,0,0,1,0,0,0,1,1,0,1,-0.1116240337
1,1,0,2,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0.4396499488
0,0,1,0,0,1,0,1,0,2,1,0,1,0,1,1,2,1,0,0,0.3289557106
0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,-0.0273423176
2,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,-0.5494953304
0,1,1,1,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0.7292713852
0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,2,1,0,0,0.1599897193
0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.3562997616
1,1,0,1,1,1,0,1,0,0,1,0,2,1,0,0,2,0,0,0,0.9125676535
0,1,1,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1.154767652
0,2,1,1,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0.5759219767
0,2,2,1,1,1,0,1,0,1,0,0,2,0,1,2,0,1,1,1,0.7439459916
0,1,0,0,0,2,0,1,1,1,1,0,1,0,0,0,1,0,0,0,-0.219982961
1,2,0,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0.0359862395
0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.2839841529
0,0,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.6053321056
0,2,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.6140667677
0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.6387669705
0,2,1,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.7150944121
0,0,0,0,0,2,0,0,0,2,0,1,2,0,0,1,1,1,0,0,0.2560359403
1,0,1,0,0,1,0,2,1,1,0,0,1,0,0,1,1,1,0,0,0.5792778496
2,2,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.4362335774
0,0,2,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0.0290697882
0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0.5741908888
0,2,2,0,0,2,0,0,0,0,1,0,0,1,0,1,2,1,1,1,1.0407269556
0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,-0.5369517646
0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,-0.3224222862
1,0,0,1,1,2,0,2,0,0,1,0,0,1,0,0,1,0,1,1,1.0422025964
0,1,1,2,0,2,0,0,0,1,1,0,0,2,0,1,0,1,1,1,0.9667374581
1,1,2,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,2,2,1.1227558845
2,2,2,1,1,2,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0.249514043
0,2,1,1,1,0,0,1,0,1,1,0,1,0,0,2,2,1,1,0,-0.6689307421
1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,-0.6367023269
1,1,0,1,0,2,0,1,0,1,1,0,2,2,1,0,0,0,0,0,0.7436916818
1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,-0.0736440615
1,1,2,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0.4882516924
0,1,1,1,0,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0.3500462978
1,2,0,0,1,2,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0.3310247592
1,2,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.0273193516
1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0.582574222
0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1.2595421594
1,2,0,0,0,2,0,0,0,0,2,1,2,0,0,0,2,0,1,0,-0.4604234196
0,1,0,1,0,1,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0.6816954033
1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,-0.2371016919
0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,-0.0753753727
0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0.9781027309
0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,-0.7612349658
1,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.8148874943
0,0,0,1,2,1,0,1,0,1,0,0,0,2,1,1,1,0,0,1,0.4204772034
2,2,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,-0.9210719927
1,1,1,0,2,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0797370776
1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,1,0.5229634578
1,2,1,1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0.7186952525
1,2,1,0,0,0,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0.7308277299
0,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,-1.0614086711
1,0,1,1,0,1,1,1,1,1,1,1,1,2,0,1,2,0,0,0,0.3760233342
2,1,1,0,0,1,0,1,0,1,0,0,1,2,1,1,1,0,0,0,0.860483106
2,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1.1729054718
1,1,2,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,0.1143431893
0,2,0,0,0,0,0,2,0,1,0,0,2,2,0,1,0,0,1,1,1.35828258
1,1,1,1,2,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0.7527649322
0,2,1,2,1,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0.4931620246
0,1,1,0,2,0,0,1,0,0,0,1,1,2,0,1,2,0,0,2,-0.0115871331
1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.2792984336
0,2,0,1,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,-0.3398994398
1,2,2,1,1,1,0,1,2,1,0,0,1,1,0,0,0,1,0,0,1.0325647911
0,1,2,0,1,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0.7141003582
2,2,1,1,0,1,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0.9931747183
1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,-0.0683379382
0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.2724200395
0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,2,1,0,-0.0182551691
0,2,1,2,1,1,0,0,0,0,1,1,1,1,0,0,1,0,2,1,1.0228444847
0,1,1,0,0,0,0,1,0,0,1,1,1,2,0,0,2,0,0,0,-0.1092780187
1,1,1,1,0,1,0,1,0,2,0,0,1,1,1,0,1,0,0,0,1.4775951954
0,1,1,0,0,2,0,2,0,1,1,0,0,0,0,2,1,0,0,0,1.0204028024
1,1,0,1,0,0,0,2,0,0,1,1,1,2,1,0,2,1,1,1,0.6570198776
1,1,2,1,1,1,0,1,0,1,2,0,1,0,0,0,2,0,0,0,0.3050836874
0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0.3532055301
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.1596854388
0,0,0,0,2,2,0,0,0,1,1,1,2,1,2,0,1,0,0,0,-0.2652694019
0,1,1,0,0,1,0,0,0,1,0,0,1,2,0,2,0,0,0,0,-0.6055803034
2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,-0.2810474367
0,2,1,1,0,2,0,2,0,0,2,0,1,0,0,1,0,0,0,0,-0.3031075963
0,1,1,1,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0.7431447593
2,0,0,1,1,1,0,1,1,0,1,0,1,0,1,2,0,1,0,1,1.0093010154
0,1,1,1,0,1,0,1,1,0,1,1,0,2,0,0,0,0,2,0,0.4906366465
0,1,1,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0.4658691458
1,0,2,0,0,1,0,2,0,2,1,0,2,0,1,0,1,0,0,0,-0.0939638021
0,2,0,0,0,0,0,2,0,1,0,0,2,1,1,1,1,0,1,0,0.441876928
1,2,0,1,0,1,0,0,1,1,2,1,1,2,0,1,0,0,0,0,-0.6085285864
1,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0.0992890867
0,2,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,-0.0850190942
1,2,1,1,1,1,0,0,1,1,0,0,2,1,0,1,0,0,0,2,0.1862863334
0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,-0.2874404437
1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0.2792777349
1,1,1,1,0,1,0,0,0,0,1,1,2,1,0,0,2,0,0,1,-0.220919275
0,1,0,1,1,2,0,1,2,2,0,0,0,1,0,1,2,0,0,0,-1.1910781745
0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,1.0503693868
0,0,1,0,1,2,0,1,0,1,1,0,1,0,0,1,1,1,1,0,-0.4528768103
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,-0.2930205912
0,2,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0.0428950173
1,1,1,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.5488197002
0,0,1,1,1,2,0,0,0,0,1,1,0,1,0,1,2,1,1,2,0.9093841555
0,1,0,0,1,2,0,2,0,0,0,1,1,0,0,1,2,0,1,0,0.2001910567
1,0,2,0,1,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0.5730056499
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0.1741805018
1,1,1,1,0,0,0,1,0,0,1,0,2,1,0,0,1,0,1,0,0.4127606691
0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,2,0,2,0,0.0602480275
1,2,2,0,1,2,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0.347929043
1,2,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0.0353664888
0,1,1,1,1,2,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0.8462559785
1,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0.513563454
0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0.4291908165
1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0.8886751113
0,2,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0.5916819823
1,2,1,1,1,2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.0690626052
1,2,1,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0.5977896244
0,1,0,2,0,2,0,1,0,0,1,2,1,1,1,0,1,0,0,1,-0.1130254801
1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,0,0.4631832983
0,2,0,1,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0.2761613855
1,0,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1.071115004
0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,-0.6776979938
0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0.3837941535
1,2,0,1,1,0,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0.7789302408
0,2,2,0,2,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0.5800526094
1,0,0,1,0,1,0,1,0,2,1,0,0,0,1,1,2,1,0,1,0.1127774572
1,1,0,0,1,2,0,1,1,1,0,0,2,0,0,0,2,0,0,0,0.5688395865
0,1,0,2,0,2,0,1,0,0,1,1,0,1,0,0,1,1,0,1,-0.5593087167
0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,-0.3358845506
1,1,2,1,0,2,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0.5134813454
0,1,2,1,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0.5525917154
0,1,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0.7221590823
0,2,2,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.1413865377
0,2,1,1,0,1,0,2,2,0,1,2,0,1,0,0,1,1,0,0,0.4450502141
1,1,0,0,1,2,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0.1925567607
0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1.4278417563
0,1,2,0,0,1,0,0,1,2,0,1,1,0,1,1,2,0,0,0,0.5329403321
1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,-0.1171683716
2,1,1,0,1,1,0,2,0,1,0,0,1,2,1,0,1,0,0,0,0.7535284794
1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.6903899588
2,1,1,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0.5950290886
1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0.5692922889
2,2,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,1,1,2,0.3700569033
0,1,2,1,2,0,0,1,0,1,0,1,1,2,1,0,1,1,0,1,-0.3098728738
0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1.2103276546
0,1,1,1,1,0,0,2,0,1,0,0,1,1,0,1,0,0,1,1,1.0323024967
1,0,1,2,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,-0.1519230906
0,2,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0.1003071478
2,1,2,0,0,0,0,2,0,1,1,1,2,1,1,0,2,0,0,0,0.5776319276
0,2,2,0,1,2,0,0,0,0,1,1,1,1,0,1,0,1,0,1,-0.811307468
0,0,1,1,0,0,0,2,0,1,0,1,0,0,1,1,1,0,1,0,0.1761724328
1,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,-0.3900976141
0,1,0,1,1,1,0,0,0,1,1,1,0,2,0,0,1,0,1,0,-0.3368182089
0,2,2,2,1,0,0,1,0,0,0,1,2,1,0,1,1,1,1,0,0.3512943799
1,1,1,0,0,2,0,1,0,0,0,0,1,0,1,0,1,1,0,1,-0.1230694605
1,1,1,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0.3653221213
1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0.0808261465
2,0,0,0,0,1,0,2,0,1,1,0,1,2,0,0,0,0,0,1,0.2428952162
0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0.4991702013
0,1,0,1,1,0,0,1,0,2,0,2,1,0,0,1,1,0,0,1,-0.2000927794
0,0,1,1,1,1,0,0,0,1,2,0,1,1,1,0,1,1,0,1,-0.3166095279
2,2,0,0,1,2,0,1,0,0,0,0,1,1,0,0,2,0,0,1,1.0547552327
0,2,2,2,0,0,0,1,0,2,1,1,2,1,0,0,1,0,0,0,0.2068477342
1,1,1,0,1,1,0,1,1,0,1,2,0,1,2,0,0,0,0,0,0.7839147187
1,1,1,1,1,1,1,0,0,2,0,0,1,1,0,0,1,1,0,0,0.959976994
0,2,1,0,0,2,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0.8216902573
1,1,0,0,1,1,0,2,0,1,0,1,2,0,0,1,1,0,0,0,-0.2102067924
1,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0.8048321003
0,0,0,1,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.4933955788
0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.7756518648
0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1.1489989265
0,1,1,2,0,1,0,1,0,0,1,0,1,2,0,1,2,0,1,0,0.2122550955
0,1,2,0,1,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0.0054276991
0,1,2,1,0,2,1,0,0,2,1,1,1,0,0,0,0,1,0,0,-0.2091745908
0,1,1,0,0,2,0,2,1,0,1,0,2,1,0,0,1,0,0,0,0.4581356946
1,1,1,1,0,2,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0.3463660401
0,1,1,1,2,2,0,1,1,0,1,1,0,0,0,1,2,0,2,1,0.7925036332
0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0.9410787609
1,0,0,1,1,1,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0.5975271376
1,1,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6585844455
1,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0.8403670221
1,2,0,0,0,1,0,1,0,0,2,2,0,0,0,2,0,2,0,0,0.725726103
1,1,2,1,1,1,0,0,1,0,1,1,1,0,0,0,2,1,2,0,1.0316298097
1,2,2,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.5608295114
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0.0076720557
2,2,1,0,2,1,0,2,0,0,0,1,0,0,1,0,1,0,1,0,-0.7117186166
1,1,0,0,2,1,0,1,1,2,1,0,0,2,2,1,2,0,0,0,0.5706409351
1,1,2,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0.0940076156
1,2,1,0,0,1,0,1,0,1,2,1,0,1,1,0,2,1,1,0,0.2621529525
1,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0.8006364171
1,1,1,2,0,1,0,2,0,1,0,2,1,0,0,1,2,0,0,1,0.5896329475
0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0.2292810444
0,1,0,1,0,2,0,1,0,0,1,0,0,1,1,0,1,0,1,2,0.4899582262
1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,2,-0.7030645844
0,0,1,2,0,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0.8949140245
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,2,1,0,0,1,0.401797551
0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0.4978484046
0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0.3389731655
1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.5645881137
0,1,2,1,0,1,0,1,0,2,1,1,1,0,0,0,1,0,0,1,0.2441408726
1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,-0.1337514226
